Дата	Профессия	Сотрудник	Сумма	Отделение
10.11.2016	трейдер	Сильвестров	250,00	Пушкинская
10.08.2016	трейдер	Звездочетов	250,00	Университет
10.11.2016	трейдер	Дьяченко	250,00	Пушкинская
10.03.2016	трейдер	Стрижова	250,00	Студенческа
10.07.2016	трейдер	Гречнев	250,00	Главный
10.10.2016	трейдер	Ходаринов	250,00	Главный
10.01.2016	трейдер	Пономарев	250,00	Чистые пруд
10.09.2016	трейдер	Строганова	250,00	Кузьминки
10.09.2016	трейдер	Ольков	250,00	Чистые пруд
10.09.2016	трейдер	Пономарев	250,00	Чистые пруд
10.09.2016	трейдер	Редькин	250,00	Чистые пруд
10.04.2016	трейдер	Строганова	250,00	Кузьминки
10.10.2016	трейдер	Никитина	250,00	Главный
10.10.2016	трейдер	Гречнев	250,00	Главный
10.05.2016	трейдер	Ольков	250,00	Чистые пруд
10.04.2016	трейдер	Звездочетов	250,00	Университет
10.07.2016	трейдер	Стрижова	250,00	Студенческа
10.04.2016	трейдер	Стрижова	250,00	Студенческа
10.10.2016	трейдер	Пучков	250,00	Пушкинская
10.10.2016	трейдер	Дьяченко	250,00	Пушкинская
10.01.2016	трейдер	Ольков	250,00	Чистые пруд
10.10.2016	трейдер	Сильвестров	250,00	Пушкинская
10.06.2016	трейдер	Строганова	250,00	Кузьминки
10.04.2016	трейдер	Васин	250,00	ВДНХ
10.09.2016	трейдер	Тимофеев	250,00	Арбатская
10.05.2016	трейдер	Дьяченко	250,00	Пушкинская
10.05.2016	трейдер	Пучков	250,00	Пушкинская
10.01.2016	трейдер	Орлов	250,00	Бибирево
10.09.2016	трейдер	Орлов	250,00	Бибирево
10.09.2016	трейдер	Васин	250,00	ВДНХ
10.07.2016	трейдер	Звездочетов	250,00	Университет
10.09.2016	трейдер	Сергеев	250,00	Арбатская
10.09.2016	трейдер	Стрижова	250,00	Студенческа
10.05.2016	трейдер	Пономарев	250,00	Чистые пруд
10.06.2016	трейдер	Звездочетов	250,00	Университет
10.01.2016	трейдер	Стрижова	250,00	Студенческа
10.05.2016	трейдер	Ходаринов	250,00	Главный
10.05.2016	трейдер	Гречнев	250,00	Главный
10.05.2016	трейдер	Никитина	250,00	Главный
10.09.2016	трейдер	Звездочетов	250,00	Университет
10.01.2016	трейдер	Редькин	250,00	Чистые пруд
10.05.2016	трейдер	Редькин	250,00	Чистые пруд
10.05.2016	трейдер	Стрижова	250,00	Студенческа
10.05.2016	трейдер	Васин	250,00	ВДНХ
10.04.2016	трейдер	Ольков	250,00	Чистые пруд
10.04.2016	трейдер	Пономарев	250,00	Чистые пруд
10.04.2016	трейдер	Редькин	250,00	Чистые пруд
10.06.2016	трейдер	Стрижова	250,00	Студенческа
10.10.2016	трейдер	Орлов	250,00	Бибирево
10.07.2016	трейдер	Строганова	250,00	Кузьминки
10.07.2016	трейдер	Васин	250,00	ВДНХ
10.10.2016	трейдер	Васин	250,00	ВДНХ
10.01.2016	трейдер	Пучков	250,00	Пушкинская
10.10.2016	трейдер	Стрижова	250,00	Студенческа
10.04.2016	трейдер	Сильвестров	250,00	Пушкинская
10.04.2016	трейдер	Дьяченко	250,00	Пушкинская
10.04.2016	трейдер	Пучков	250,00	Пушкинская
10.09.2016	трейдер	Ходаринов	250,00	Главный
10.10.2016	трейдер	Звездочетов	250,00	Университет
10.09.2016	трейдер	Гречнев	250,00	Главный
10.09.2016	трейдер	Никитина	250,00	Главный
10.05.2016	трейдер	Тимофеев	250,00	Арбатская
10.10.2016	трейдер	Пономарев	250,00	Чистые пруд
10.05.2016	трейдер	Сергеев	250,00	Арбатская
10.02.2016	трейдер	Никитина	250,00	Главный
10.02.2016	трейдер	Гречнев	250,00	Главный
10.04.2016	трейдер	Орлов	250,00	Бибирево
10.09.2016	трейдер	Сильвестров	250,00	Пушкинская
10.09.2016	трейдер	Дьяченко	250,00	Пушкинская
10.10.2016	трейдер	Редькин	250,00	Чистые пруд
10.09.2016	трейдер	Пучков	250,00	Пушкинская
10.01.2016	трейдер	Дьяченко	250,00	Пушкинская
10.10.2016	трейдер	Ольков	250,00	Чистые пруд
10.02.2016	трейдер	Ходаринов	250,00	Главный
10.04.2016	трейдер	Сергеев	250,00	Арбатская
10.04.2016	трейдер	Тимофеев	250,00	Арбатская
10.01.2016	трейдер	Сильвестров	250,00	Пушкинская
10.05.2016	трейдер	Орлов	250,00	Бибирево
10.10.2016	трейдер	Тимофеев	250,00	Арбатская
10.10.2016	трейдер	Сергеев	250,00	Арбатская
10.05.2016	трейдер	Сильвестров	250,00	Пушкинская
10.03.2016	трейдер	Никитина	250,00	Главный
10.03.2016	трейдер	Гречнев	250,00	Главный
10.02.2016	трейдер	Пучков	250,00	Пушкинская
10.02.2016	трейдер	Дьяченко	250,00	Пушкинская
10.03.2016	трейдер	Ольков	250,00	Чистые пруд
10.03.2016	трейдер	Пономарев	250,00	Чистые пруд
10.12.2016	трейдер	Редькин	250,00	Чистые пруд
10.02.2016	трейдер	Строганова	250,00	Кузьминки
10.03.2016	трейдер	Редькин	250,00	Чистые пруд
10.01.2016	трейдер	Васин	250,00	ВДНХ
10.11.2016	трейдер	Стрижова	250,00	Студенческа
10.01.2016	трейдер	Гречнев	250,00	Главный
10.07.2016	трейдер	Пучков	250,00	Пушкинская
10.11.2016	трейдер	Васин	250,00	ВДНХ
10.12.2016	трейдер	Звездочетов	250,00	Университет
10.02.2016	трейдер	Звездочетов	250,00	Университет
10.07.2016	трейдер	Пономарев	250,00	Чистые пруд
10.08.2016	трейдер	Сергеев	250,00	Арбатская
10.12.2016	трейдер	Пономарев	250,00	Чистые пруд
10.07.2016	трейдер	Ольков	250,00	Чистые пруд
10.03.2016	трейдер	Ходаринов	250,00	Главный
10.01.2016	трейдер	Ходаринов	250,00	Главный
10.12.2016	трейдер	Ольков	250,00	Чистые пруд
10.07.2016	трейдер	Тимофеев	250,00	Арбатская
10.08.2016	трейдер	Васин	250,00	ВДНХ
10.12.2016	трейдер	Пучков	250,00	Пушкинская
10.08.2016	трейдер	Ходаринов	250,00	Главный
10.08.2016	трейдер	Ольков	250,00	Чистые пруд
10.01.2016	трейдер	Сергеев	250,00	Арбатская
10.02.2016	трейдер	Орлов	250,00	Бибирево
10.08.2016	трейдер	Пономарев	250,00	Чистые пруд
10.01.2016	трейдер	Тимофеев	250,00	Арбатская
10.12.2016	трейдер	Стрижова	250,00	Студенческа
10.02.2016	трейдер	Сильвестров	250,00	Пушкинская
